class_name,class_id,recurring,credit_hours,prereqs,requirement_designation,campus,class_desc,,
Special Topics in Philosophy: Thinking Plants,PHIL385W,fall/spring,4,,Humanities Arts Performance with Writing,EM,Selected topics and problems in philosophy. Content will vary in successive offerings of this course. May be repeated for credit when topic varies.,,
Topic Ancient Greek Philosophy: Plato's Political Philosophy,PHIL400,,3,,Humanities Arts Performance,EM,"This course considers in depth a particular fact of Ancient Greek Philosophy, building upon the survey offered in PHIL 200.  For example, a topics course might focus on Ancient Greek Ethics, Epistemology, Metaphysics, or Political Philosophy among others.",,
Topics:19th Century Philosophy: German Romanticism,PHIL404W,,4,,History Society Cultures with Writing,EM,This course covers figure(s) and/or topics in the philosophy of the 19th century. The course is repeatable for credit.,,
Free Will and Determinism,PHIL441W,spring,4,,Continuing Communication,EM,"This course studies arguments for and against the possibility of agency and investigates the ways in which ""the era of the brain"" has shaped beliefs about free will and moral responsibility. It also considers how neuroscience has influenced discussions about the possibility of legal responsibility.",,
Seminar on Individual Philosophers: Foucault,PHIL480RW,,4,,Humanities Arts Performance with Writing,EM,Intensive study and analysis of the thought of one major philosopher. May be repeated for credit when the subject varies.,,
Seminar on Individual Philosophers: Spinoza,PHIL480RW,,4,,Humanities Arts Performance with Writing,EM,Intensive study and analysis of the thought of one major philosopher. May be repeated for credit when the subject varies.,,
Capstone Seminar,PHIL488W,fall/spring/summer,4,,Continuing Communication,EM,"A seminar reserved for senior PPL majors. It integrates each of the majors areas: the politics, law, and some subfield of philosophy such as ethics, epistemology, metaphysics, etc. The course is writing intensive and culminates in a final paper.",,
Honors (Directed Reading),PHIL495A,fall/spring/summer,4,,Experience and Application,EM,Open to students approved by the department to write an honors thesis.,,
Honors (Directed Reading),PHIL495BW,fall/spring/summer,4,,Continuing Communication,EM,Open to students approved by the department to write an honors thesis.,,
Directed Reading,PHIL497R,fall/spring/summer,4,,,EM,A course of readings decided in consultation with a member of the faculty.,,
Directed Reading,PHIL497R,fall/spring/summer,2,,,EM,A course of readings decided in consultation with a member of the faculty.,,
"Topics in Modern Philosophy: Kant on Nature, Beauty, Art",PHIL525,,3,,,EM,,,
Topics in 20th Century Philosophy: Altering Presence:Phenom Susp.,PHIL541R,,3,,,EM,,,
Topics in Contemporary Philosophy: Blackness and Psychoanalysis,PHIL551R,,3,,,EM,,,
Pragmatism,PHIL558R,,3,,,EM,,,
Thesis Research,PHIL599R,,2,,,EM,,,
Topics In Philosophy: Ideology Critique,PHIL789,,3,,,EM,,,
Topics In Philosophy: Buddhist Philosophy,PHIL789,,3,,,EM,,,
Topics In Philosophy: Plato and Platonic Tradition,PHIL789,,3,,,EM,,,
Topics In Philosophy: Sovereignties,PHIL789,,3,,,EM,,,
Topics In Philosophy: Fanon & the Quest.of Sexuality,PHIL789,,3,,,EM,,,
Directed Study,PHIL797R,,2,,,EM,,,
Directed Study,PHIL797R,,3,,,EM,,,
Advanced Research,PHIL799R,,2,,,EM,,,
Intro Astronomy,PHYS115,fall,3,,Natural Sciences,EM,"Students having taken Physics 116 for credit may not take this course. A descriptive overview of astronomy. The celestial coordinate system, time keeping, the planetary system, ancient astronomy, the sun, stellar evolution, galactic astronomy, cosmology, and the origin of the universe.",,
Intro Astronomy W/Lab,PHYS116,fall/spring,4,,Natural Sciences,EM,"Students having taken Physics 115 for credit may not take this course. A descriptive astronomy course with laboratory. The celestial coordinate system, ancient astronomy, light and telescopes, the solar system, the sun, stellar evolution, galactic astronomy, and cosmology.",,
Intro Astronomy W/Lab,PHYS116,fall/spring,4,,,EM,"Students having taken Physics 115 for credit may not take this course. A descriptive astronomy course with laboratory. The celestial coordinate system, ancient astronomy, light and telescopes, the solar system, the sun, stellar evolution, galactic astronomy, and cosmology.",,
Intr. Astronomy 2: Adv.Topics,PHYS117,,3,PHYS115 or PHYS116 or ASTR_OX116,Science Nature Technology,EM,"For non-majors who have successfully completed PHYS 115 or 116. Topics of contemporary astrophysical research including exoplanets and habitability, the first stars, Galactic and extragalactic astronomy, black holes, quasars, large-scale structure, dark matter, dark energy, and cosmology.",,
The Science of Climate Change,PHYS125,,3,,Natural Sciences,EM,"This course will introduce students to the basic science of climate change, possibly the greatest challenge of our time, and discuss the climate history of the Earth and the role of energy in our modern society and economy. No prerequisites are necessary.",,
Intro Physics II W/Lab,PHYS142,spring,4,PHYS141 or PHYS_OX141 or PHYS151 or PHYS_OX151,Natural Sciences,EM,"Introduction to electricity, magnetism, optics, and the essentials of quantum mechanics, atomic and nuclear physics, and special relativity.",,
